hshd_num,l,age_range,marital,income_range,homeowner,hshd_composition,hh_size,children
4262,Y,null,null,null,null,null,null,null
4263,Y,null,null,null,null,null,null,null
4264,Y,null,null,null,null,null,null,null
4265,Y,null,null,null,null,null,null,null
4267,Y,null,null,null,null,null,null,null
4268,Y,null,null,null,null,null,null,null
4273,N,null,null,null,null,null,null,null
4278,Y,null,null,null,null,null,null,null
4279,Y,null,null,null,null,null,null,null
4287,Y,null,null,null,null,null,null,null
4288,Y,null,null,null,null,null,null,null
4289,Y,null,null,null,null,null,null,null
4291,Y,null,null,null,null,null,null,null
4294,Y,null,null,null,null,null,null,null
4296,Y,null,null,null,null,null,null,null
4299,Y,null,null,null,null,null,null,null
4304,Y,null,null,null,null,null,null,null
4306,Y,null,null,null,null,null,null,null
4316,Y,null,null,null,null,null,null,null
4323,Y,null,null,null,null,null,null,null
4326,Y,null,null,null,null,null,null,null
4328,Y,null,null,null,null,null,null,null
4332,N,null,null,null,null,null,null,null
4336,N,null,null,null,null,null,null,null
4342,Y,null,null,null,null,null,null,null
4343,Y,null,null,null,null,null,null,null
4344,N,null,null,null,null,null,null,null
4345,N,null,null,null,null,null,null,null
4351,Y,null,null,null,null,null,null,null
4352,Y,null,null,null,null,null,null,null
4353,Y,null,null,null,null,null,null,null
4359,Y,null,null,null,null,null,null,null
4360,Y,null,null,null,null,null,null,null
4361,Y,null,null,null,null,null,null,null
4364,Y,null,null,null,null,null,null,null
4368,Y,null,null,null,null,null,null,null
4369,Y,null,null,null,null,null,null,null
4370,N,null,null,null,null,null,null,null
4371,Y,null,null,null,null,null,null,null
4372,Y,null,null,null,null,null,null,null
4378,Y,null,null,null,null,null,null,null
4380,Y,null,null,null,null,null,null,null
4382,Y,null,null,null,null,null,null,null
4385,Y,null,null,null,null,null,null,null
4386,N,null,null,null,null,null,null,null
4387,Y,null,null,null,null,null,null,null
4388,Y,null,null,null,null,null,null,null
4390,N,null,null,null,null,null,null,null
4392,Y,null,null,null,null,null,null,null
4396,Y,null,null,null,null,null,null,null
4398,Y,null,null,null,null,null,null,null
4400,N,null,null,null,null,null,null,null
4403,N,null,null,null,null,null,null,null
4404,Y,null,null,null,null,null,null,null
4406,N,null,null,null,null,null,null,null
4413,Y,null,null,null,null,null,null,null
4414,Y,null,null,null,null,null,null,null
4416,Y,null,null,null,null,null,null,null
4419,Y,null,null,null,null,null,null,null
4425,Y,null,null,null,null,null,null,null
4427,Y,null,null,null,null,null,null,null
4431,Y,null,null,null,null,null,null,null
4432,Y,null,null,null,null,null,null,null
4441,Y,null,null,null,null,null,null,null
4443,Y,null,null,null,null,null,null,null
4445,Y,null,null,null,null,null,null,null
4446,Y,null,null,null,null,null,null,null
4451,Y,null,null,null,null,null,null,null
4453,Y,null,null,null,null,null,null,null
4456,N,null,null,null,null,null,null,null
4457,Y,null,null,null,null,null,null,null
4458,Y,null,null,null,null,null,null,null
4460,N,null,null,null,null,null,null,null
4461,N,null,null,null,null,null,null,null
4463,Y,null,null,null,null,null,null,null
4464,Y,null,null,null,null,null,null,null
4465,N,null,null,null,null,null,null,null
4468,Y,null,null,null,null,null,null,null
4473,Y,null,null,null,null,null,null,null
4476,Y,null,null,null,null,null,null,null
4479,Y,null,null,null,null,null,null,null
4480,N,null,null,null,null,null,null,null
4484,Y,null,null,null,null,null,null,null
4491,Y,null,null,null,null,null,null,null
4493,Y,null,null,null,null,null,null,null
4496,N,null,null,null,null,null,null,null
4497,Y,null,null,null,null,null,null,null
4501,Y,null,null,null,null,null,null,null
4504,N,null,null,null,null,null,null,null
4506,Y,null,null,null,null,null,null,null
4507,Y,null,null,null,null,null,null,null
4508,Y,null,null,null,null,null,null,null
4514,Y,null,null,null,null,null,null,null
4515,Y,null,null,null,null,null,null,null
4516,Y,null,null,null,null,null,null,null
4524,Y,null,null,null,null,null,null,null
4525,Y,null,null,null,null,null,null,null
4529,Y,null,null,null,null,null,null,null
4531,Y,null,null,null,null,null,null,null
4533,Y,null,null,null,null,null,null,null
4537,Y,null,null,null,null,null,null,null
4543,Y,null,null,null,null,null,null,null
4545,N,null,null,null,null,null,null,null
4550,Y,null,null,null,null,null,null,null
4553,Y,null,null,null,null,null,null,null
4554,Y,null,null,null,null,null,null,null
4557,Y,null,null,null,null,null,null,null
4560,Y,null,null,null,null,null,null,null
4562,Y,null,null,null,null,null,null,null
4565,Y,null,null,null,null,null,null,null
4566,Y,null,null,null,null,null,null,null
4567,N,null,null,null,null,null,null,null
4572,Y,null,null,null,null,null,null,null
4573,N,null,null,null,null,null,null,null
4574,N,null,null,null,null,null,null,null
4577,Y,null,null,null,null,null,null,null
4582,Y,null,null,null,null,null,null,null
4583,Y,null,null,null,null,null,null,null
4586,Y,null,null,null,null,null,null,null
4590,Y,null,null,null,null,null,null,null
4595,Y,null,null,null,null,null,null,null
4597,N,null,null,null,null,null,null,null
4598,Y,null,null,null,null,null,null,null
4599,Y,null,null,null,null,null,null,null
4600,Y,null,null,null,null,null,null,null
4601,Y,null,null,null,null,null,null,null
4602,Y,null,null,null,null,null,null,null
4604,Y,null,null,null,null,null,null,null
4605,Y,null,null,null,null,null,null,null
4606,N,null,null,null,null,null,null,null
4609,Y,null,null,null,null,null,null,null
4611,Y,null,null,null,null,null,null,null
4617,Y,null,null,null,null,null,null,null
4619,Y,null,null,null,null,null,null,null
4620,Y,null,null,null,null,null,null,null
4630,N,null,null,null,null,null,null,null
4632,Y,null,null,null,null,null,null,null
4633,Y,null,null,null,null,null,null,null
4636,Y,null,null,null,null,null,null,null
4637,Y,null,null,null,null,null,null,null
4643,Y,null,null,null,null,null,null,null
4644,Y,null,null,null,null,null,null,null
4645,Y,null,null,null,null,null,null,null
4652,Y,null,null,null,null,null,null,null
4657,N,null,null,null,null,null,null,null
4658,Y,null,null,null,null,null,null,null
4660,Y,null,null,null,null,null,null,null
4662,Y,null,null,null,null,null,null,null
4669,Y,null,null,null,null,null,null,null
4671,Y,null,null,null,null,null,null,null
4672,Y,null,null,null,null,null,null,null
4673,Y,null,null,null,null,null,null,null
4674,Y,null,null,null,null,null,null,null
4676,Y,null,null,null,null,null,null,null
4680,Y,null,null,null,null,null,null,null
4683,Y,null,null,null,null,null,null,null
4684,Y,null,null,null,null,null,null,null
4688,N,null,null,null,null,null,null,null
4691,Y,null,null,null,null,null,null,null
4693,Y,null,null,null,null,null,null,null
4694,Y,null,null,null,null,null,null,null
4695,Y,null,null,null,null,null,null,null
4698,Y,null,null,null,null,null,null,null
4699,Y,null,null,null,null,null,null,null
4701,Y,null,null,null,null,null,null,null
4704,Y,null,null,null,null,null,null,null
4706,N,null,null,null,null,null,null,null
4708,Y,null,null,null,null,null,null,null
4709,Y,null,null,null,null,null,null,null
4711,Y,null,null,null,null,null,null,null
4716,Y,null,null,null,null,null,null,null
4717,Y,null,null,null,null,null,null,null
4721,Y,null,null,null,null,null,null,null
4722,Y,null,null,null,null,null,null,null
4725,N,null,null,null,null,null,null,null
4727,Y,null,null,null,null,null,null,null
4728,Y,null,null,null,null,null,null,null
4729,Y,null,null,null,null,null,null,null
4730,Y,null,null,null,null,null,null,null
4731,Y,null,null,null,null,null,null,null
4732,Y,null,null,null,null,null,null,null
4734,Y,null,null,null,null,null,null,null
4735,Y,null,null,null,null,null,null,null
4741,Y,null,null,null,null,null,null,null
4743,Y,null,null,null,null,null,null,null
4744,N,null,null,null,null,null,null,null
4746,Y,null,null,null,null,null,null,null
4749,Y,null,null,null,null,null,null,null
4750,Y,null,null,null,null,null,null,null
4751,Y,null,null,null,null,null,null,null
4754,Y,null,null,null,null,null,null,null
4755,Y,null,null,null,null,null,null,null
4756,N,null,null,null,null,null,null,null
4759,Y,null,null,null,null,null,null,null
4760,N,null,null,null,null,null,null,null
4767,N,null,null,null,null,null,null,null
4770,Y,null,null,null,null,null,null,null
4771,Y,null,null,null,null,null,null,null
4772,Y,null,null,null,null,null,null,null
4777,Y,null,null,null,null,null,null,null
4778,Y,null,null,null,null,null,null,null
4781,Y,null,null,null,null,null,null,null
4783,Y,null,null,null,null,null,null,null
4784,Y,null,null,null,null,null,null,null
4785,Y,null,null,null,null,null,null,null
4786,Y,null,null,null,null,null,null,null
4789,Y,null,null,null,null,null,null,null
4790,Y,null,null,null,null,null,null,null
4792,Y,null,null,null,null,null,null,null
4793,N,null,null,null,null,null,null,null
4794,N,null,null,null,null,null,null,null
4796,N,null,null,null,null,null,null,null
4797,Y,null,null,null,null,null,null,null
4803,Y,null,null,null,null,null,null,null
4804,Y,null,null,null,null,null,null,null
4805,Y,null,null,null,null,null,null,null
4808,Y,null,null,null,null,null,null,null
4817,N,null,null,null,null,null,null,null
4818,Y,null,null,null,null,null,null,null
4819,Y,null,null,null,null,null,null,null
4822,N,null,null,null,null,null,null,null
4823,Y,null,null,null,null,null,null,null
4833,N,null,null,null,null,null,null,null
4835,Y,null,null,null,null,null,null,null
4836,Y,null,null,null,null,null,null,null
4837,N,null,null,null,null,null,null,null
4838,Y,null,null,null,null,null,null,null
4840,N,null,null,null,null,null,null,null
4844,N,null,null,null,null,null,null,null
4847,Y,null,null,null,null,null,null,null
4848,Y,null,null,null,null,null,null,null
4850,Y,null,null,null,null,null,null,null
4851,N,null,null,null,null,null,null,null
4853,N,null,null,null,null,null,null,null
4859,Y,null,null,null,null,null,null,null
4860,Y,null,null,null,null,null,null,null
4861,Y,null,null,null,null,null,null,null
4862,Y,null,null,null,null,null,null,null
4864,N,null,null,null,null,null,null,null
4865,N,null,null,null,null,null,null,null
4867,Y,null,null,null,null,null,null,null
4869,Y,null,null,null,null,null,null,null
4871,Y,null,null,null,null,null,null,null
4875,Y,null,null,null,null,null,null,null
4877,Y,null,null,null,null,null,null,null
4879,Y,null,null,null,null,null,null,null
4883,Y,null,null,null,null,null,null,null
4888,Y,null,null,null,null,null,null,null
4890,Y,null,null,null,null,null,null,null
4892,Y,null,null,null,null,null,null,null
4893,Y,null,null,null,null,null,null,null
4896,Y,null,null,null,null,null,null,null
4900,Y,null,null,null,null,null,null,null
4904,Y,null,null,null,null,null,null,null
4905,Y,null,null,null,null,null,null,null
4906,Y,null,null,null,null,null,null,null
4908,Y,null,null,null,null,null,null,null
4909,Y,null,null,null,null,null,null,null
4910,Y,null,null,null,null,null,null,null
4911,N,null,null,null,null,null,null,null
4912,Y,null,null,null,null,null,null,null
4913,Y,null,null,null,null,null,null,null
4916,Y,null,null,null,null,null,null,null
4917,Y,null,null,null,null,null,null,null
4919,Y,null,null,null,null,null,null,null
4920,Y,null,null,null,null,null,null,null
4921,Y,null,null,null,null,null,null,null
4924,Y,null,null,null,null,null,null,null
4933,Y,null,null,null,null,null,null,null
4934,N,null,null,null,null,null,null,null
4935,Y,null,null,null,null,null,null,null
4938,Y,null,null,null,null,null,null,null
4940,Y,null,null,null,null,null,null,null
4942,Y,null,null,null,null,null,null,null
4949,Y,null,null,null,null,null,null,null
4951,Y,null,null,null,null,null,null,null
4952,Y,null,null,null,null,null,null,null
4954,Y,null,null,null,null,null,null,null
4957,Y,null,null,null,null,null,null,null
4958,Y,null,null,null,null,null,null,null
4959,Y,null,null,null,null,null,null,null
4961,Y,null,null,null,null,null,null,null
4965,Y,null,null,null,null,null,null,null
4966,Y,null,null,null,null,null,null,null
4967,Y,null,null,null,null,null,null,null
4968,Y,null,null,null,null,null,null,null
4969,Y,null,null,null,null,null,null,null
4970,Y,null,null,null,null,null,null,null
4971,Y,null,null,null,null,null,null,null
4972,Y,null,null,null,null,null,null,null
4974,Y,null,null,null,null,null,null,null
4975,Y,null,null,null,null,null,null,null
4976,Y,null,null,null,null,null,null,null
4978,Y,null,null,null,null,null,null,null
4980,Y,null,null,null,null,null,null,null
4981,Y,null,null,null,null,null,null,null
4982,Y,null,null,null,null,null,null,null
4983,Y,null,null,null,null,null,null,null
4984,Y,null,null,null,null,null,null,null
4986,Y,null,null,null,null,null,null,null
4987,Y,null,null,null,null,null,null,null
4988,Y,null,null,null,null,null,null,null
4989,Y,null,null,null,null,null,null,null
4990,Y,null,null,null,null,null,null,null
4991,Y,null,null,null,null,null,null,null
4992,Y,null,null,null,null,null,null,null
4993,Y,null,null,null,null,null,null,null
4994,Y,null,null,null,null,null,null,null
4995,Y,null,null,null,null,null,null,null
4996,Y,null,null,null,null,null,null,null
4997,Y,null,null,null,null,null,null,null
4998,Y,null,null,null,null,null,null,null
4999,Y,null,null,null,null,null,null,null
5000,Y,null,null,null,null,null,null,null
0045,N,75+,Single,35-49K,Unknown,1 Adult,1,NOT AVAILABLE
2545,Y,75+,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
3939,N,75+,null,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
2581,Y,75+,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
0386,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0490,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0588,N,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0592,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0596,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0715,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0852,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
1416,N,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
2062,N,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
2559,Y,75+,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
0125,Y,19-24,Single,150K+,Homeowner,1 Adult,1,NOT AVAILABLE
0387,Y,19-24,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
1974,Y,19-24,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
3393,Y,19-24,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
3695,Y,19-24,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
2349,Y,25-34,Single,150K+,Homeowner,1 Adult,1,NOT AVAILABLE
0389,Y,25-34,Single,35-49K,Renter,1 Adult,1,NOT AVAILABLE
2025,Y,25-34,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
2277,Y,25-34,Single,35-49K,Unknown,1 Adult,1,NOT AVAILABLE
3501,Y,25-34,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
4447,Y,25-34,Single,35-49K,Renter,1 Adult,1,NOT AVAILABLE
0481,Y,25-34,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
1825,Y,25-34,Single,50-74K,Unknown,1 Adult,1,NOT AVAILABLE
1969,Y,25-34,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
2034,Y,25-34,Single,50-74K,Unknown,1 Adult,1,NOT AVAILABLE
2320,Y,25-34,Single,50-74K,Renter,1 Adult,1,NOT AVAILABLE
0357,Y,25-34,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
0946,Y,25-34,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
1130,Y,25-34,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
0439,Y,25-34,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
1461,Y,25-34,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
3767,Y,25-34,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
1350,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
2369,Y,25-34,Single,UNDER 35K,Unknown,1 Adult,1,NOT AVAILABLE
3710,Y,25-34,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
3780,Y,35-44,Single,150K+,Homeowner,1 Adult,1,NOT AVAILABLE
3839,Y,35-44,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
4346,N,35-44,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
0166,Y,35-44,Single,50-74K,Unknown,1 Adult,1,NOT AVAILABLE
3284,Y,35-44,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
3996,Y,35-44,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
4519,Y,35-44,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
4956,Y,35-44,Single,50-74K,Renter,1 Adult,1,NOT AVAILABLE
1107,Y,35-44,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
1831,Y,35-44,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
3368,Y,35-44,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
3513,Y,35-44,Single,75-99K,Homeowner,1 Adult,1,NOT AVAILABLE
0081,Y,35-44,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
4283,Y,35-44,Single,100-150K,Homeowner,1 Adult,1,NOT AVAILABLE
1237,Y,35-44,Single,UNDER 35K,Unknown,1 Adult,1,NOT AVAILABLE
1539,Y,35-44,Single,UNDER 35K,Homeowner,1 Adult,1,NOT AVAILABLE
4305,Y,35-44,Single,UNDER 35K,Renter,1 Adult,1,NOT AVAILABLE
2652,Y,45-54,Single,150K+,Homeowner,1 Adult,1,NOT AVAILABLE
3217,Y,45-54,Single,150K+,Homeowner,1 Adult,1,NOT AVAILABLE
1296,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
1762,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
2227,N,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
2566,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
2952,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
3823,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
4659,Y,45-54,Single,35-49K,Homeowner,1 Adult,1,NOT AVAILABLE
0569,Y,45-54,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
1009,N,45-54,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
1348,Y,45-54,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
1836,Y,45-54,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
2031,Y,45-54,Single,50-74K,Unknown,1 Adult,1,NOT AVAILABLE
3399,Y,45-54,Single,50-74K,Renter,1 Adult,1,NOT AVAILABLE
3524,Y,45-54,Single,50-74K,Homeowner,1 Adult,1,NOT AVAILABLE
